date,P1,P15,P8,P6,P3,P13,P2,P9,P5,P16,P12,P14,P11,P4,P10,P7,P1_1d,P1_2d,P1_sign
2015-06-01,-0.6898214285714286,-0.08000000000000007,-1.2325396825396824,0.0077777777777778825,-0.00652777777777773,-0.4973809523809525,1.3434920634920635,-0.3512500000000001,-0.6498412698412698,-0.1871428571428572,-0.053333333333333344,-1.2200000000000002,0.14425,-0.9082222222222224,-0.5708928571428571,0.3066666666666667,0.12642857142857145,-0.841607142857143,0
2015-06-02,0.12642857142857145,0.2852380952380952,-0.6619047619047621,0.3477777777777777,-0.28541666666666665,2.053095238095238,0.554920634920635,-0.31125,0.5053968253968255,0.4524285714285713,-0.3455555555555557,-0.2562499999999999,0.984,0.4570000000000002,1.5749999999999995,-0.7455555555555555,-0.841607142857143,-3.0926785714285714,1
2015-06-03,-0.841607142857143,1.4400000000000002,0.2439682539682537,0.017777777777777448,-0.07041666666666635,0.5538095238095238,1.3087301587301587,-0.02249999999999996,-0.059047619047619015,-0.7571428571428571,0.0577777777777776,-1.0799999999999998,0.10074999999999967,-0.5036666666666669,-0.7180357142857141,1.04,-3.0926785714285714,-0.2208928571428572,0
2015-06-04,-3.0926785714285714,0.5033333333333332,0.2601587301587302,1.8766666666666671,0.94375,-0.8457142857142855,-0.7180952380952379,0.78375,-0.2125396825396824,-0.1015714285714286,-0.7522222222222223,1.1399999999999997,-0.3660000000000001,-0.2124444444444445,-3.44625,1.5533333333333332,-0.2208928571428572,0.6078571428571428,0
2015-06-05,-0.2208928571428572,0.5126190476190475,0.7139682539682537,-0.031111111111110982,0.4331944444444445,-0.17285714285714315,-0.39904761904761893,0.11124999999999996,-0.0971428571428572,-0.8812857142857143,-1.0388888888888888,-0.3824999999999999,0.15599999999999992,0.0842222222222222,0.3119642857142859,0.7333333333333332,0.6078571428571428,-0.0367857142857142,0
2015-06-08,0.6078571428571428,0.5576190476190477,-0.5250793650793651,-0.8188888888888889,0.7745833333333332,0.5161904761904763,-0.8731746031746033,-0.5175000000000001,-0.4668253968253968,0.3097142857142857,-0.07222222222222223,-0.5812499999999999,-0.10325000000000004,0.77,-0.5605357142857142,1.3444444444444446,-0.0367857142857142,-0.31,1
2015-06-09,-0.0367857142857142,1.1521428571428571,-0.0066666666666668215,0.16111111111111098,-0.4401388888888891,-0.25,-0.6549206349206347,-0.8924999999999996,-0.6680952380952381,-0.8877142857142859,0.1233333333333333,-0.1694444444444443,-1.158,-1.496222222222222,-1.3785714285714286,-1.0999999999999996,-0.31,0.2914285714285715,0
2015-06-10,-0.31,0.4369047619047619,0.8084126984126986,0.4466666666666667,-0.81875,1.173095238095238,-0.5058730158730159,0.455,0.4807936507936508,-0.7952857142857146,0.4533333333333333,1.0993055555555555,0.10024999999999996,0.7173333333333333,-1.2285714285714286,-0.0933333333333333,0.2914285714285715,0.17267857142857135,0
2015-06-11,0.2914285714285715,0.7819047619047621,-1.1549206349206351,0.6788888888888889,-0.6793055555555555,-0.7630952380952382,0.4892063492063492,-0.03749999999999998,0.2303174603174603,-0.7432857142857143,-0.19333333333333333,-0.7541666666666667,-0.29275,-0.8296666666666666,0.2267857142857143,0.4311111111111111,0.17267857142857135,0.1839285714285715,1
2015-06-12,0.17267857142857135,-0.057857142857142885,0.0360317460317463,-0.02555555555555533,0.3284722222222223,0.7561904761904763,0.6771428571428573,0.86,1.1787301587301589,-0.4950000000000003,1.2311111111111108,0.037916666666666654,-0.7632500000000002,0.3633333333333333,0.10249999999999992,-0.18,0.1839285714285715,0.03553571428571428,1
2015-06-15,0.1839285714285715,0.028333333333333318,0.4768253968253969,-0.17222222222222205,-0.6469444444444442,-1.2788095238095238,0.09460317460317456,-0.07125000000000004,0.2204761904761906,-0.7240000000000001,-0.6511111111111112,-1.5972222222222219,0.5735,-0.5526666666666666,1.1969642857142857,0.23111111111111104,0.03553571428571428,1.975714285714286,1
2015-06-16,0.03553571428571428,0.005476190476190503,0.0801587301587301,0.13222222222222227,-0.6159722222222221,0.9185714285714286,0.07206349206349237,0.0025000000000000022,0.3534920634920634,0.02457142857142855,0.6011111111111109,0.1218055555555555,0.34175,-0.5562222222222222,-0.6658928571428572,-0.0688888888888888,1.975714285714286,0.7173214285714286,1
2015-06-17,1.975714285714286,0.1528571428571429,0.5984126984126983,0.0377777777777778,1.5356944444444445,2.9228571428571435,-1.027777777777778,0.04500000000000015,-0.21920634920634907,0.4149999999999998,-0.0066666666666665994,-1.913055555555556,0.24275,-0.6203333333333334,1.1883928571428568,-0.4455555555555557,0.7173214285714286,-0.7103571428571429,1
2015-06-18,0.7173214285714286,0.0804761904761904,0.5623809523809524,0.4288888888888887,0.175,0.4964285714285714,0.4715873015873017,-1.01625,-0.2649206349206349,-0.819857142857143,-0.1444444444444445,-1.428472222222222,0.7842500000000001,-0.4164444444444445,0.6105357142857145,0.14111111111111113,-0.7103571428571429,1.1964285714285712,1
2015-06-19,-0.7103571428571429,0.6066666666666667,1.0366666666666666,0.5977777777777779,0.8825000000000001,-0.32690476190476203,0.6573015873015873,-0.21875,-0.6953968253968252,0.03742857142857137,-0.2155555555555556,0.04250000000000004,1.0420000000000005,0.26288888888888906,1.759464285714286,-1.6255555555555556,1.1964285714285712,-1.56875,0
